appId,labels,type,taxId,isZoonotic,hostClass,taxRank,communityId,taxOrder,displayLabel,pageRankSotu,louvainCommunityId,communityColorCodes,sourceAppId,hostCount,hostCountNormalized
u240559,"['Palmprint', 'SOTU']",SOTU,11033,True,nan,species,0,Martellivirales,Martellivirales,1.0,193,0,u240559,3.0,0.0
u1019643,"['Palmprint', 'SOTU']",SOTU,11033,True,nan,species,0,Martellivirales,Martellivirales,0.0,193,0,u1019643,1.0,0.0
u6076,"['Palmprint', 'SOTU']",SOTU,64295,True,nan,species,0,Amarillovirales,Amarillovirales,1.0,208,0,u6076,3.0,0.0
u1631,"['Palmprint', 'SOTU']",SOTU,11084,True,nan,species,0,Amarillovirales,Amarillovirales,1.0,208,0,u1631,3.0,0.0
u473002,"['Palmprint', 'SOTU']",SOTU,352236,False,nan,no rank,56,Articulavirales,Articulavirales,0.0,181,1,,,
u559622,"['Palmprint', 'SOTU']",SOTU,352236,False,nan,no rank,57,Articulavirales,Articulavirales,0.0,182,2,,,
u21349,"['Palmprint', 'SOTU']",SOTU,352236,False,nan,no rank,0,Articulavirales,Articulavirales,0.0,193,0,u21349,1.0,0.0
u978470,"['Palmprint', 'SOTU']",SOTU,352236,False,nan,no rank,0,Articulavirales,Articulavirales,0.0,399,0,u978470,1.0,0.0
u514679,"['Palmprint', 'SOTU']",SOTU,352236,False,nan,no rank,58,Articulavirales,Articulavirales,0.0,185,3,,,
u583895,"['Palmprint', 'SOTU']",SOTU,352236,False,nan,no rank,0,Articulavirales,Articulavirales,0.0,399,0,u583895,1.0,0.0
u16052,"['Palmprint', 'SOTU']",SOTU,75888,False,nan,species,0,Reovirales,Reovirales,0.0,193,0,,,
u253503,"['Palmprint', 'SOTU']",SOTU,2593991,False,nan,no rank,59,Mononegavirales,Mononegavirales,0.0,193,4,,,
u14846,"['Palmprint', 'SOTU']",SOTU,64298,False,nan,species,0,Amarillovirales,Amarillovirales,0.0,208,0,,,
u648909,"['Palmprint', 'SOTU']",SOTU,64298,False,nan,species,60,Amarillovirales,Amarillovirales,0.0,190,5,,,
u19742,"['Palmprint', 'SOTU']",SOTU,380434,False,nan,no rank,0,Mononegavirales,Mononegavirales,0.0,857,0,u19742,2.0,0.0
u1030898,"['Palmprint', 'SOTU']",SOTU,11036,True,nan,species,61,Martellivirales,Martellivirales,0.0,192,6,,,
u72811,"['Palmprint', 'SOTU']",SOTU,11036,True,nan,species,62,Martellivirales,Martellivirales,0.0,193,7,,,
u321036,"['Palmprint', 'SOTU']",SOTU,11036,True,nan,species,63,Martellivirales,Martellivirales,0.0,194,8,,,
u762480,"['Palmprint', 'SOTU']",SOTU,11036,True,nan,species,64,Martellivirales,Martellivirales,0.0,195,9,,,
u764040,"['Palmprint', 'SOTU']",SOTU,11036,True,nan,species,65,Martellivirales,Martellivirales,0.0,196,10,,,
u7106,"['Palmprint', 'SOTU']",SOTU,11036,True,nan,species,0,Martellivirales,Martellivirales,2.0,193,0,u7106,7.0,0.0
u670412,"['Palmprint', 'SOTU']",SOTU,11036,True,nan,species,66,Martellivirales,Martellivirales,0.0,198,0,,,
u17707,"['Palmprint', 'SOTU']",SOTU,64289,False,nan,species,0,Amarillovirales,Amarillovirales,0.0,208,0,,,
u761698,"['Palmprint', 'SOTU']",SOTU,64320,True,nan,species,0,Amarillovirales,Amarillovirales,0.0,208,0,u761698,1.0,0.0
u39248,"['Palmprint', 'SOTU']",SOTU,64320,True,nan,species,0,Amarillovirales,Amarillovirales,0.0,208,0,,,
u691399,"['Palmprint', 'SOTU']",SOTU,64320,True,nan,species,0,Amarillovirales,Amarillovirales,0.0,208,0,u691399,1.0,0.0
u1021716,"['Palmprint', 'SOTU']",SOTU,64320,True,nan,species,0,Amarillovirales,Amarillovirales,0.0,208,0,u1021716,1.0,0.0
u741,"['Palmprint', 'SOTU']",SOTU,64320,True,nan,species,0,Amarillovirales,Amarillovirales,1.0,208,0,u741,9.0,10.0
u149303,"['Palmprint', 'SOTU']",SOTU,351073,False,nan,species,0,Reovirales,Reovirales,2.0,193,0,u149303,16.0,10.0
u1041,"['Palmprint', 'SOTU']",SOTU,12637,True,nan,species,0,Amarillovirales,Amarillovirales,1.0,399,0,u1041,3.0,0.0
u1011241,"['Palmprint', 'SOTU']",SOTU,12637,True,nan,species,67,Amarillovirales,Amarillovirales,0.0,207,1,,,
u287478,"['Palmprint', 'SOTU']",SOTU,12637,True,nan,species,68,Amarillovirales,Amarillovirales,0.0,208,2,,,
u831531,"['Palmprint', 'SOTU']",SOTU,12637,True,nan,species,0,Amarillovirales,Amarillovirales,1.0,208,0,u831531,3.0,0.0
u128,"['Palmprint', 'SOTU']",SOTU,12637,True,nan,species,0,Amarillovirales,Amarillovirales,1.0,208,0,u128,4.0,0.0
u17501,"['Palmprint', 'SOTU']",SOTU,1428581,False,nan,no rank,47,Articulavirales,Articulavirales,0.0,399,3,,,
u562401,"['Palmprint', 'SOTU']",SOTU,1428581,False,nan,no rank,69,Articulavirales,Articulavirales,0.0,212,3,,,
u345572,"['Palmprint', 'SOTU']",SOTU,11280,True,nan,no rank,0,Mononegavirales,Mononegavirales,0.0,399,0,u345572,1.0,0.0
u658563,"['Palmprint', 'SOTU']",SOTU,206160,True,nan,no rank,70,Bunyavirales,Bunyavirales,0.0,214,4,,,
u5265,"['Palmprint', 'SOTU']",SOTU,206160,True,nan,no rank,34,Bunyavirales,Bunyavirales,1.0,215,1,,,
u18952,"['Palmprint', 'SOTU']",SOTU,2748254,False,nan,species,1,Bunyavirales,Bunyavirales,0.0,164,1,,,
u928419,"['Palmprint', 'SOTU']",SOTU,12104,True,nan,no rank,0,Picornavirales,Picornavirales,1.0,282,0,u928419,13.0,10.0
u710626,"['Palmprint', 'SOTU']",SOTU,12104,True,nan,no rank,71,Picornavirales,Picornavirales,0.0,218,5,,,
u276767,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,28,Nidovirales,Nidovirales,0.0,208,6,,,
u200060,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,72,Nidovirales,Nidovirales,1.0,208,6,,,
u994,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,28,Nidovirales,Nidovirales,1.0,208,6,u994,3.0,0.0
u184345,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,28,Nidovirales,Nidovirales,1.0,208,6,,,
u243312,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,28,Nidovirales,Nidovirales,1.0,208,6,,,
u743088,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,0,Nidovirales,Nidovirales,1.0,193,0,u743088,10.0,10.0
u736734,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,0,Nidovirales,Nidovirales,1.0,193,0,u736734,12.0,10.0
u243431,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,28,Nidovirales,Nidovirales,0.0,208,6,,,
u1680,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,0,Nidovirales,Nidovirales,2.0,193,0,u1680,10.0,10.0
u112435,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,28,Nidovirales,Nidovirales,0.0,208,6,,,
u389350,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,0,Nidovirales,Nidovirales,0.0,208,0,u389350,1.0,0.0
u184358,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,28,Nidovirales,Nidovirales,1.0,208,6,,,
u20448,"['Palmprint', 'SOTU']",SOTU,28344,False,nan,no rank,28,Nidovirales,Nidovirales,0.0,208,6,,,
u906831,"['Palmprint', 'SOTU']",SOTU,50713,False,nan,no rank,0,Mononegavirales,Mononegavirales,0.0,857,0,u906831,1.0,0.0
u5525,"['Palmprint', 'SOTU']",SOTU,2905917,True,nan,no rank,0,Bunyavirales,Bunyavirales,0.0,282,0,u5525,1.0,0.0
u18450,"['Palmprint', 'SOTU']",SOTU,2560580,False,nan,species,0,Mononegavirales,Mononegavirales,9.0,399,0,u18450,51.0,30.0
u12790,"['Palmprint', 'SOTU']",SOTU,64282,False,nan,species,0,Amarillovirales,Amarillovirales,0.0,208,0,,,
u24970,"['Palmprint', 'SOTU']",SOTU,356862,False,nan,species,73,Reovirales,Reovirales,0.0,236,7,,,
u3234,"['Palmprint', 'SOTU']",SOTU,11080,True,nan,species,0,Amarillovirales,Amarillovirales,0.0,208,0,,,
u6359,"['Palmprint', 'SOTU']",SOTU,909207,False,nan,no rank,0,Mononegavirales,Mononegavirales,0.0,857,0,u6359,2.0,0.0
u854923,"['Palmprint', 'SOTU']",SOTU,11099,False,nan,no rank,74,Amarillovirales,Amarillovirales,0.0,239,8,,,
u400723,"['Palmprint', 'SOTU']",SOTU,11099,False,nan,no rank,0,Amarillovirales,Amarillovirales,0.0,208,0,u400723,1.0,0.0
u360560,"['Palmprint', 'SOTU']",SOTU,11099,False,nan,no rank,75,Amarillovirales,Amarillovirales,0.0,241,9,,,
u387312,"['Palmprint', 'SOTU']",SOTU,11099,False,nan,no rank,0,Amarillovirales,Amarillovirales,0.0,208,0,u387312,1.0,0.0
u1065795,"['Palmprint', 'SOTU']",SOTU,11274,False,nan,no rank,76,Mononegavirales,Mononegavirales,0.0,243,10,,,
u12395,"['Palmprint', 'SOTU']",SOTU,11274,False,nan,no rank,0,Mononegavirales,Mononegavirales,0.0,857,0,,,
u654834,"['Palmprint', 'SOTU']",SOTU,11274,False,nan,no rank,0,Mononegavirales,Mononegavirales,1.0,193,0,u654834,11.0,10.0
u649358,"['Palmprint', 'SOTU']",SOTU,11274,False,nan,no rank,0,Mononegavirales,Mononegavirales,1.0,19,0,u649358,6.0,0.0
u232730,"['Palmprint', 'SOTU']",SOTU,11274,False,nan,no rank,0,Mononegavirales,Mononegavirales,0.0,857,0,,,
u6854,"['Palmprint', 'SOTU']",SOTU,64312,False,nan,species,0,Amarillovirales,Amarillovirales,0.0,208,0,,,
u1620,"['Palmprint', 'SOTU']",SOTU,11079,True,nan,species,0,Amarillovirales,Amarillovirales,1.0,208,0,,,
u548,"['Palmprint', 'SOTU']",SOTU,2560525,True,nan,species,0,Mononegavirales,Mononegavirales,1.0,193,0,u548,7.0,0.0
u978625,"['Palmprint', 'SOTU']",SOTU,64299,False,nan,species,77,Amarillovirales,Amarillovirales,0.0,251,0,,,
u7358,"['Palmprint', 'SOTU']",SOTU,64299,False,nan,species,0,Amarillovirales,Amarillovirales,0.0,208,0,u7358,1.0,0.0
u5284,"['Palmprint', 'SOTU']",SOTU,40062,False,nan,species,11,Reovirales,Reovirales,1.0,19,0,,,
u14847,"['Palmprint', 'SOTU']",SOTU,64301,False,nan,species,0,Amarillovirales,Amarillovirales,0.0,208,0,,,
u942877,"['Palmprint', 'SOTU']",SOTU,1239577,False,nan,species,78,Stellavirales,Stellavirales,0.0,255,1,,,
u16491,"['Palmprint', 'SOTU']",SOTU,1239577,False,nan,species,0,Stellavirales,Stellavirales,0.0,193,0,,,
u569572,"['Palmprint', 'SOTU']",SOTU,1239577,False,nan,species,0,Stellavirales,Stellavirales,0.0,193,0,u569572,1.0,0.0
u812996,"['Palmprint', 'SOTU']",SOTU,1239577,False,nan,species,79,Stellavirales,Stellavirales,0.0,258,2,,,
u905860,"['Palmprint', 'SOTU']",SOTU,1239577,False,nan,species,0,Stellavirales,Stellavirales,0.0,208,0,u905860,1.0,0.0
u939940,"['Palmprint', 'SOTU']",SOTU,1239577,False,nan,species,80,Stellavirales,Stellavirales,0.0,260,3,,,
u7871,"['Palmprint', 'SOTU']",SOTU,1712572,False,nan,no rank,81,Bunyavirales,Bunyavirales,0.0,261,4,,,
u217989,"['Palmprint', 'SOTU']",SOTU,106966,False,nan,species,0,Picornavirales,Picornavirales,2.0,282,0,u217989,8.0,10.0
u222185,"['Palmprint', 'SOTU']",SOTU,106966,False,nan,species,0,Picornavirales,Picornavirales,0.0,282,0,,,
u646070,"['Palmprint', 'SOTU']",SOTU,106966,False,nan,species,82,Picornavirales,Picornavirales,0.0,264,5,,,
u39811,"['Palmprint', 'SOTU']",SOTU,106966,False,nan,species,0,Picornavirales,Picornavirales,1.0,282,0,u39811,3.0,0.0
u561267,"['Palmprint', 'SOTU']",SOTU,106966,False,nan,species,0,Picornavirales,Picornavirales,0.0,208,0,u561267,1.0,0.0
u703495,"['Palmprint', 'SOTU']",SOTU,106966,False,nan,species,83,Picornavirales,Picornavirales,0.0,267,6,,,
u628596,"['Palmprint', 'SOTU']",SOTU,106966,False,nan,species,0,Picornavirales,Picornavirales,1.0,282,0,u628596,6.0,0.0
u785530,"['Palmprint', 'SOTU']",SOTU,106966,False,nan,species,84,Picornavirales,Picornavirales,0.0,269,7,,,
u1958,"['Palmprint', 'SOTU']",SOTU,106966,False,nan,species,0,Picornavirales,Picornavirales,2.0,282,0,u1958,12.0,10.0
u827875,"['Palmprint', 'SOTU']",SOTU,161675,False,nan,species,85,Amarillovirales,Amarillovirales,0.0,271,8,,,
u489994,"['Palmprint', 'SOTU']",SOTU,161675,False,nan,species,86,Amarillovirales,Amarillovirales,0.0,272,9,,,
u5157,"['Palmprint', 'SOTU']",SOTU,161675,False,nan,species,0,Amarillovirales,Amarillovirales,0.0,208,0,,,
u4537,"['Palmprint', 'SOTU']",SOTU,162013,True,nan,no rank,0,Mononegavirales,Mononegavirales,0.0,193,0,u4537,2.0,0.0
u918778,"['Palmprint', 'SOTU']",SOTU,59302,True,nan,species,87,Martellivirales,Martellivirales,0.0,275,10,,,
u26157,"['Palmprint', 'SOTU']",SOTU,59302,True,nan,species,0,Martellivirales,Martellivirales,1.0,193,0,u26157,1.0,0.0
u696611,"['Palmprint', 'SOTU']",SOTU,106333,False,nan,no rank,88,Picornavirales,Picornavirales,0.0,277,0,,,
u22735,"['Palmprint', 'SOTU']",SOTU,106333,False,nan,no rank,0,Picornavirales,Picornavirales,0.0,282,0,u22735,2.0,0.0
u26670,"['Palmprint', 'SOTU']",SOTU,106333,False,nan,no rank,0,Picornavirales,Picornavirales,0.0,282,0,u26670,1.0,0.0
u8030,"['Palmprint', 'SOTU']",SOTU,106333,False,nan,no rank,0,Picornavirales,Picornavirales,1.0,282,0,u8030,3.0,0.0
u21450,"['Palmprint', 'SOTU']",SOTU,106333,False,nan,no rank,0,Picornavirales,Picornavirales,0.0,282,0,u21450,1.0,0.0
u196758,"['Palmprint', 'SOTU']",SOTU,106333,False,nan,no rank,89,Picornavirales,Picornavirales,0.0,282,1,,,
u6497,"['Palmprint', 'SOTU']",SOTU,106333,False,nan,no rank,0,Picornavirales,Picornavirales,0.0,282,0,u6497,1.0,0.0
u16477,"['Palmprint', 'SOTU']",SOTU,106333,False,nan,no rank,0,Picornavirales,Picornavirales,1.0,282,0,u16477,3.0,0.0
u23268,"['Palmprint', 'SOTU']",SOTU,59563,True,nan,species,0,Amarillovirales,Amarillovirales,0.0,208,0,,,
u2384,"['Palmprint', 'SOTU']",SOTU,59563,True,nan,species,0,Amarillovirales,Amarillovirales,0.0,208,0,,,
u733204,"['Palmprint', 'SOTU']",SOTU,204711,False,nan,no rank,0,Picornavirales,Picornavirales,1.0,282,0,u733204,8.0,10.0
u508699,"['Palmprint', 'SOTU']",SOTU,204711,False,nan,no rank,90,Picornavirales,Picornavirales,0.0,288,2,,,
u3729,"['Palmprint', 'SOTU']",SOTU,204711,False,nan,no rank,0,Picornavirales,Picornavirales,0.0,208,0,u3729,2.0,0.0
u22066,"['Palmprint', 'SOTU']",SOTU,40057,True,nan,species,11,Reovirales,Reovirales,1.0,19,0,,,
u14724,"['Palmprint', 'SOTU']",SOTU,590647,False,nan,no rank,0,Mononegavirales,Mononegavirales,0.0,193,0,u14724,1.0,0.0
u481710,"['Palmprint', 'SOTU']",SOTU,11096,False,nan,no rank,91,Amarillovirales,Amarillovirales,0.0,292,3,,,
u21649,"['Palmprint', 'SOTU']",SOTU,1272953,False,nan,no rank,0,Mononegavirales,Mononegavirales,0.0,857,0,,,
u784352,"['Palmprint', 'SOTU']",SOTU,358764,False,nan,no rank,92,Amarillovirales,Amarillovirales,0.0,294,4,,,
u23650,"['Palmprint', 'SOTU']",SOTU,358764,False,nan,no rank,0,Amarillovirales,Amarillovirales,1.0,282,0,u23650,3.0,0.0
u12743,"['Palmprint', 'SOTU']",SOTU,358764,False,nan,no rank,0,Amarillovirales,Amarillovirales,0.0,282,0,,,
u961361,"['Palmprint', 'SOTU']",SOTU,2905673,True,nan,no rank,0,Mononegavirales,Mononegavirales,1.0,282,0,u961361,6.0,0.0
u748646,"['Palmprint', 'SOTU']",SOTU,2905673,True,nan,no rank,0,Mononegavirales,Mononegavirales,0.0,193,0,u748646,1.0,0.0
u148722,"['Palmprint', 'SOTU']",SOTU,2905673,True,nan,no rank,0,Mononegavirales,Mononegavirales,0.0,193,0,u148722,2.0,0.0
u177462,"['Palmprint', 'SOTU']",SOTU,40058,True,nan,species,11,Reovirales,Reovirales,1.0,19,0,,,
u24190,"['Palmprint', 'SOTU']",SOTU,40058,True,nan,species,11,Reovirales,Reovirales,0.0,19,0,,,
u845135,"['Palmprint', 'SOTU']",SOTU,162145,True,nan,species,0,Mononegavirales,Mononegavirales,0.0,193,0,u845135,2.0,0.0
u2716,"['Palmprint', 'SOTU']",SOTU,162145,True,nan,species,0,Mononegavirales,Mononegavirales,1.0,193,0,u2716,4.0,0.0
u6734,"['Palmprint', 'SOTU']",SOTU,31612,False,nan,no rank,0,Mononegavirales,Mononegavirales,0.0,857,0,,,
u419816,"['Palmprint', 'SOTU']",SOTU,31612,False,nan,no rank,0,Mononegavirales,Mononegavirales,0.0,282,0,u419816,2.0,0.0
u866296,"['Palmprint', 'SOTU']",SOTU,31612,False,nan,no rank,93,Mononegavirales,Mononegavirales,0.0,306,5,,,
u617110,"['Palmprint', 'SOTU']",SOTU,31612,False,nan,no rank,94,Mononegavirales,Mononegavirales,0.0,307,6,,,
u29609,"['Palmprint', 'SOTU']",SOTU,64286,True,nan,species,0,Amarillovirales,Amarillovirales,0.0,208,0,u29609,2.0,0.0
u1801,"['Palmprint', 'SOTU']",SOTU,164416,True,nan,species,3,Amarillovirales,Amarillovirales,1.0,208,3,,,
u38509,"['Palmprint', 'SOTU']",SOTU,12092,True,nan,species,0,Picornavirales,Picornavirales,0.0,193,0,u38509,2.0,0.0
u405,"['Palmprint', 'SOTU']",SOTU,12092,True,nan,species,0,Picornavirales,Picornavirales,1.0,193,0,u405,6.0,0.0
u848819,"['Palmprint', 'SOTU']",SOTU,12092,True,nan,species,95,Picornavirales,Picornavirales,0.0,312,7,,,
u93518,"['Palmprint', 'SOTU']",SOTU,12092,True,nan,species,96,Picornavirales,Picornavirales,0.0,193,8,,,
u219517,"['Palmprint', 'SOTU']",SOTU,12092,True,nan,species,0,Picornavirales,Picornavirales,0.0,282,0,u219517,1.0,0.0
u1073759,"['Palmprint', 'SOTU']",SOTU,12092,True,nan,species,97,Picornavirales,Picornavirales,0.0,315,9,,,
u8613,"['Palmprint', 'SOTU']",SOTU,12092,True,nan,species,0,Picornavirales,Picornavirales,1.0,193,0,u8613,5.0,0.0
u856126,"['Palmprint', 'SOTU']",SOTU,12092,True,nan,species,0,Picornavirales,Picornavirales,2.0,282,0,u856126,14.0,10.0
u6845,"['Palmprint', 'SOTU']",SOTU,12092,True,nan,species,96,Picornavirales,Picornavirales,0.0,193,8,,,
u770665,"['Palmprint', 'SOTU']",SOTU,1453410,False,nan,no rank,98,Bunyavirales,Bunyavirales,0.0,319,10,,,
u21558,"['Palmprint', 'SOTU']",SOTU,1453410,False,nan,no rank,99,Bunyavirales,Bunyavirales,0.0,320,0,,,
u14790,"['Palmprint', 'SOTU']",SOTU,64302,False,nan,species,0,Amarillovirales,Amarillovirales,0.0,208,0,,,
u840961,"['Palmprint', 'SOTU']",SOTU,64302,False,nan,species,100,Amarillovirales,Amarillovirales,0.0,322,1,,,
u38034,"['Palmprint', 'SOTU']",SOTU,40067,False,nan,species,0,Reovirales,Reovirales,0.0,19,0,u38034,2.0,0.0
u4011,"['Palmprint', 'SOTU']",SOTU,1623310,False,nan,no rank,1,Bunyavirales,Bunyavirales,0.0,164,1,u4011,1.0,0.0
u239287,"['Palmprint', 'SOTU']",SOTU,118140,False,nan,species,0,Picornavirales,Picornavirales,2.0,282,0,u239287,24.0,20.0
u99531,"['Palmprint', 'SOTU']",SOTU,118140,False,nan,species,0,Picornavirales,Picornavirales,2.0,282,0,u99531,25.0,20.0
u17854,"['Palmprint', 'SOTU']",SOTU,118140,False,nan,species,0,Picornavirales,Picornavirales,1.0,193,0,u17854,4.0,0.0
u3171,"['Palmprint', 'SOTU']",SOTU,118140,False,nan,species,0,Picornavirales,Picornavirales,1.0,282,0,u3171,3.0,0.0
u23818,"['Palmprint', 'SOTU']",SOTU,40059,True,nan,species,11,Reovirales,Reovirales,0.0,19,0,u23818,1.0,0.0
u269474,"['Palmprint', 'SOTU']",SOTU,40059,True,nan,species,101,Reovirales,Reovirales,0.0,330,2,,,
u24052,"['Palmprint', 'SOTU']",SOTU,11021,True,nan,species,0,Martellivirales,Martellivirales,0.0,193,0,u24052,2.0,0.0
u1831,"['Palmprint', 'SOTU']",SOTU,1803956,False,nan,species,0,Picornavirales,Picornavirales,1.0,282,0,u1831,11.0,10.0
u34772,"['Palmprint', 'SOTU']",SOTU,1803956,False,nan,species,0,Picornavirales,Picornavirales,0.0,193,0,,,
u832933,"['Palmprint', 'SOTU']",SOTU,1803956,False,nan,species,102,Picornavirales,Picornavirales,0.0,334,3,,,
u915510,"['Palmprint', 'SOTU']",SOTU,1803956,False,nan,species,0,Picornavirales,Picornavirales,0.0,193,0,u915510,1.0,0.0
u6549,"['Palmprint', 'SOTU']",SOTU,44025,True,nan,species,0,Amarillovirales,Amarillovirales,1.0,208,0,u6549,1.0,0.0
u1095,"['Palmprint', 'SOTU']",SOTU,11520,True,nan,species,0,Articulavirales,Articulavirales,2.0,399,0,u1095,15.0,10.0
u444385,"['Palmprint', 'SOTU']",SOTU,11520,True,nan,species,103,Articulavirales,Articulavirales,0.0,338,4,,,
u6173,"['Palmprint', 'SOTU']",SOTU,1313215,False,nan,no rank,0,Picornavirales,Picornavirales,0.0,193,0,u6173,2.0,0.0
u238213,"['Palmprint', 'SOTU']",SOTU,1313215,False,nan,no rank,0,Picornavirales,Picornavirales,0.0,193,0,u238213,1.0,0.0
u5172,"['Palmprint', 'SOTU']",SOTU,64283,False,nan,species,0,Amarillovirales,Amarillovirales,1.0,282,0,u5172,1.0,0.0
u16791,"['Palmprint', 'SOTU']",SOTU,64309,False,nan,species,0,Amarillovirales,Amarillovirales,0.0,208,0,,,
u824,"['Palmprint', 'SOTU']",SOTU,54290,True,nan,no rank,0,Amarillovirales,Amarillovirales,1.0,193,0,u824,10.0,10.0
u26426,"['Palmprint', 'SOTU']",SOTU,54290,True,nan,no rank,0,Amarillovirales,Amarillovirales,1.0,193,0,u26426,6.0,0.0
u485149,"['Palmprint', 'SOTU']",SOTU,54290,True,nan,no rank,104,Amarillovirales,Amarillovirales,0.0,345,5,,,
u10719,"['Palmprint', 'SOTU']",SOTU,54290,True,nan,no rank,0,Amarillovirales,Amarillovirales,0.0,193,0,,,
u547455,"['Palmprint', 'SOTU']",SOTU,54290,True,nan,no rank,105,Amarillovirales,Amarillovirales,0.0,193,6,u547455,2.0,0.0
u555080,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,106,Hepelivirales,Hepelivirales,0.0,348,7,,,
u656582,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,107,Hepelivirales,Hepelivirales,0.0,349,8,,,
u486081,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,108,Hepelivirales,Hepelivirales,0.0,350,9,,,
u12233,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,0,Hepelivirales,Hepelivirales,0.0,193,0,u12233,1.0,0.0
u283925,"['Palmprint', 'SOTU']",SOTU,291484,True,nan,family,0,Hepelivirales,Hepelivirales,1.0,193,0,u283925,2.0,0.0
